@relation bank_details

@attribute 'age' numeric 
@attribute 'job' {'admin.','blue-collar','entrepreneur','housemaid','management','retired','self-employed','services','student','technician','unemployed','unknown'}
@attribute 'marital' {single,married,divorced,unknown}
@attribute 'education'  { basic.4y,basic.6y,basic.9y,high.school,illiterate,professional.course,university.degree,unknown}
@attribute 'default' {'no','yes','unknown'}
@attribute 'housing' {'no','yes','unknown'}
@attribute 'loan' {'no','yes','unknown'}
@attribute 'contact' {'cellular','telephone'}
@attribute 'month' { 'jan', 'feb', 'mar', 'apr','may','jun','jul','aug','sep','oct', 'nov', 'dec'}
@attribute 'day_of_week' {'mon','tue','wed','thu','fri'}
@attribute 'campaign' numeric 
@attribute 'pdays' numeric
@attribute 'previous' numeric 
@attribute 'poutcome' {'failure','nonexistent','success'}
@attribute 'emp.var.rate' numeric
@attribute 'cons.price.idx' numeric
@attribute 'cons.conf.idx' numeric
@attribute 'euribor3m' numeric
@attribute 'nr.employed' numeric
@attribute 'y' {yes,no}

@data
51,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
39,self-employed,single,basic.9y,unknown,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
47,admin.,married,high.school,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
27,services,married,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
34,technician,single,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
57,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
43,entrepreneur,married,basic.4y,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
49,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
39,management,married,university.degree,unknown,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
38,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
49,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
58,management,married,basic.6y,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
43,technician,married,professional.course,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
50,unknown,married,unknown,unknown,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
31,services,married,high.school,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
43,self-employed,divorced,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
43,self-employed,married,basic.9y,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
30,self-employed,single,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
27,services,single,professional.course,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
51,services,married,unknown,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
37,technician,married,professional.course,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
46,housemaid,married,basic.9y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
35,blue-collar,married,professional.course,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
47,admin.,divorced,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
46,management,married,unknown,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
40,technician,married,professional.course,unknown,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
26,housemaid,married,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
32,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
45,management,married,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
34,admin.,married,basic.9y,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
47,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
42,technician,married,professional.course,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
57,technician,married,basic.4y,unknown,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
57,technician,married,basic.4y,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
38,blue-collar,married,basic.4y,no,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
57,technician,married,basic.4y,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
28,student,single,basic.9y,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
60,management,married,university.degree,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
48,admin.,married,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
47,technician,married,professional.course,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
40,admin.,married,high.school,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
51,management,married,professional.course,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
48,unemployed,single,basic.4y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
54,housemaid,married,basic.4y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
40,blue-collar,married,basic.6y,no,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
44,admin.,single,basic.9y,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
42,technician,divorced,high.school,no,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
52,self-employed,married,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
31,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
32,services,married,high.school,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
44,admin.,married,high.school,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,?
